Time,PIR_B112,PIR_B203,PIR_B204,PIR_B201,PIR_B202,PIR_B207,PIR_B208,PIR_B205,PIR_B206,PIR_B209,CO2_B105A,CO2_B112,CO2_B203,CO2_B203A,CO2_B201,CO2_B202,CO2 _B207,CO2_B208,CO2_B205,CO2_B206,CO2_B209,CO2_B301A,CO2_B301B,light,plug,devices,groundtruth
2018-07-31 6:30,0,0,0,0,0,0,0,0,0,0,549.939,689.6215,567.033,582.6617,617.8266,479.6765,533.4216,607.5702,600.7326,529.9146,505.0061,641.7582,631.9902,0.45,0.38,6,5
2018-07-31 6:35,0,0,0,0,0,0,0,0,0,0,549.939,684.7375,567.033,582.6617,617.8266,479.6765,533.4216,607.5702,600.7326,529.9146,505.0061,642.7238,636.7104,0.45,0.38,6,5
2018-07-31 6:40,0,0,0,0,0,0,0,0,0,0,549.939,688.6018,567.033,582.6617,617.8266,479.6765,533.4216,607.5702,600.7326,529.9146,505.0061,642.7238,636.7104,0.45,0.39,6,5
2018-07-31 6:45,0,0,0,0,0,0,0,0,0,0,549.939,690.5983,567.033,582.6617,617.8266,479.6765,533.4216,607.5702,600.7326,529.9146,505.0061,642.7238,636.7104,0.45,0.4,7,5
2018-07-31 6:50,0,0,0,0,0,0,0,0,0,0,551.8926,689.6215,569.9634,591.0075,618.8034,484.0049,534.7985,614.8962,600.7326,529.9146,505.0061,645.6655,632.967,0.45,0.38,5,5
2018-07-31 6:55,0,0,0,0,0,0,0,0,0,0,551.8926,684.7375,569.9634,591.0075,618.8034,484.0049,534.7985,614.8962,600.7326,529.9146,504.0293,645.6655,632.967,0.45,0.38,5,5
2018-07-31 7:00,0,0,0,0,0,0,0,0,0,0,551.8926,685.7143,569.9634,591.0075,618.8034,484.0049,534.7985,614.8962,602.6862,530.8913,504.0293,645.6655,632.967,0.45,0.37,5,5
2018-07-31 7:05,0,0,0,0,0,0,0,0,0,0,554.823,687.6679,569.9634,591.0075,618.8034,484.0049,534.7985,614.8962,602.6862,530.8913,504.0293,647.6191,639.8046,0.45,0.38,5,5
2018-07-31 7:10,0,0,0,0,0,0,0,0,0,0,554.823,686.6911,569.9634,591.0075,618.8034,484.0049,534.7985,614.8962,602.6862,530.8913,504.0293,647.6191,639.8046,0.45,0.38,5,5
2018-07-31 7:15,0,0,0,0,0,0,0,0,0,0,554.823,688.6447,569.9634,591.0075,618.8034,484.0049,534.7985,614.8962,602.6862,530.8913,504.0293,647.6191,639.8046,0.45,0.38,5,5
2018-07-31 7:20,0,0,0,0,0,0,0,0,0,0,560.6838,689.6215,569.9634,591.9414,621.7451,485.9585,532.8449,613.9194,602.6862,530.8913,504.0293,648.5959,636.8743,0.45,0.4,5,5
2018-07-31 7:25,0,0,0,0,0,0,0,0,0,0,560.6838,690.5983,569.9634,591.9414,621.7451,485.9585,532.8449,613.9194,602.6862,530.8913,505.0061,648.5959,636.8743,0.45,0.38,5,5
2018-07-31 7:30,0,0,0,0,0,0,0,0,0,0,560.6838,689.6215,569.9634,591.9414,621.7451,485.9585,532.8449,613.9194,604.6398,528.9377,505.0061,648.5959,636.8743,0.45,0.38,5,5
2018-07-31 7:35,0,0,0,0,0,0,0,0,0,0,558.7302,688.6447,569.9634,591.9414,621.7451,485.9585,532.8449,613.9194,604.6398,528.9377,505.0061,647.6191,637.8168,0.46,0.38,5,5
2018-07-31 7:40,0,0,0,0,0,0,0,0,0,0,558.7302,689.6215,569.9634,591.9414,621.7451,485.9585,532.8449,613.9194,604.6398,528.9377,505.0061,647.6191,637.8168,0.45,0.38,5,5
2018-07-31 7:45,0,0,0,0,0,0,0,0,0,0,558.7302,690.5983,569.9634,591.9414,621.7451,485.9585,532.8449,613.9194,604.6398,528.9377,505.0061,647.6191,637.8168,0.45,0.38,5,5
2018-07-31 7:50,0,0,0,0,0,0,0,0,0,0,563.6142,694.0171,568.0098,592.9182,623.6874,487.9121,536.7521,611.1201,604.6398,528.9377,505.0061,644.6887,636.8743,0.45,0.38,5,5
2018-07-31 7:55,0,0,0,0,0,0,0,0,0,0,563.6142,689.6215,568.0098,592.9182,623.6874,487.9121,536.7521,611.1201,604.6398,528.9377,506.9597,644.6887,636.8743,0.45,0.39,5,5
2018-07-31 8:00,0,0,0,0,0,0,0,0,0,0,563.6142,686.7051,568.0098,592.9182,623.6874,487.9121,536.7521,611.1201,607.5702,530.8913,506.9597,644.6887,636.8743,0.45,0.38,5,5
2018-07-31 8:05,0,0,0,0,0,0,0,0,0,0,560.6838,688.7758,568.0098,592.9182,623.6874,487.9121,536.7521,611.1201,607.5702,530.8913,506.9597,647.6191,635.8975,0.45,0.38,5,5
2018-07-31 8:10,0,0,0,0,0,0,0,0,0,0,560.6838,690.5983,568.0098,592.9182,623.6874,487.9121,536.7521,611.1201,607.5702,530.8913,506.9597,647.6191,635.8975,0.45,0.39,5,5
2018-07-31 8:15,0,0,0,0,0,0,0,0,0,0,560.6838,691.5751,568.0098,592.9182,623.6874,487.9121,536.7521,611.1201,607.5702,530.8913,506.9597,647.6191,635.8975,0.45,0.39,5,5
2018-07-31 8:20,0,0,0,0,0,0,0,0,0,0,561.6606,683.7607,567.033,589.9878,620.757,485.9585,533.8217,612.9426,607.5702,530.8913,506.9597,639.8046,630.0366,0.85,0.38,5,5
2018-07-31 8:25,0,0,0,0,0,0,0,0,0,0,561.6606,687.6008,567.033,589.9878,620.757,485.9585,533.8217,612.9426,607.5702,530.8913,496.7033,639.8046,630.0366,0.78,0.41,6,5
2018-07-31 8:30,0,0,0,0,0,0,0,0,0,0,561.6606,685.7143,567.033,589.9878,620.757,485.9585,533.8217,612.9426,598.779,585.5922,496.7033,639.8046,630.0366,0.78,0.41,6,5
2018-07-31 8:35,0,0,0,0,0,0,0,0,0,0,559.707,682.7839,567.033,589.9878,620.757,485.9585,533.8217,612.9426,598.779,585.5922,496.7033,636.8743,624.6642,0.46,0.41,6,5
2018-07-31 8:40,0,0,0,0,0,0,0,0,0,0,559.707,685.7143,567.033,589.9878,620.757,485.9585,533.8217,612.9426,598.779,585.5922,496.7033,636.8743,624.6642,0.45,0.38,6,6
2018-07-31 8:45,0,0,0,0,0,0,0,0,0,0,559.707,682.7839,567.033,589.9878,620.757,485.9585,533.8217,612.9426,598.779,585.5922,496.7033,636.8743,624.6642,0.78,0.42,7,6
2018-07-31 8:50,0,0,0,0,0,0,0,0,0,0,554.823,680.8303,561.6606,589.011,613.9194,481.5629,528.9377,613.9194,598.779,585.5922,496.7033,635.8975,622.7106,0.77,0.41,6,7
2018-07-31 8:55,0,0,0,0,0,0,0,0,0,0,554.823,685.7143,561.6606,589.011,613.9194,481.5629,528.9377,613.9194,598.779,585.5922,492.7961,635.8975,622.7106,2.07,0.4,6,7
2018-07-31 9:00,0,0,0,0,0,0,0,0,0,0,554.823,683.7607,561.6606,589.011,613.9194,481.5629,528.9377,613.9194,609.0024,600.8165,492.7961,635.8975,622.7106,2.06,0.41,8,7
2018-07-31 9:05,0,0,0,0,0,0,0,0,0,0,553.8462,678.8767,561.6606,589.011,613.9194,481.5629,528.9377,613.9194,609.0024,600.8165,492.7961,631.9902,615.873,2.05,0.42,10,7
2018-07-31 9:10,0,0,0,0,0,0,0,0,1,0,553.8462,677.8999,561.6606,589.011,613.9194,481.5629,528.9377,613.9194,609.0024,600.8165,492.7961,631.9902,615.873,1.74,0.38,9,29
2018-07-31 9:15,0,0,0,0,0,0,0,0,0,0,553.8462,681.8071,561.6606,589.011,613.9194,481.5629,528.9377,613.9194,609.0024,600.8165,492.7961,631.9902,615.873,2.05,0.48,9,29
2018-07-31 9:20,0,0,0,0,0,0,0,0,0,0,561.6606,682.7839,562.6374,580.7082,618.8034,480.5861,531.8681,612.9426,609.0024,600.8165,492.7961,632.967,617.8266,2.05,0.51,16,29
2018-07-31 9:25,0,0,0,0,0,0,0,0,0,0,561.6606,683.7264,562.6374,580.7082,618.8034,480.5861,531.8681,612.9426,609.0024,600.8165,492.7961,632.967,617.8266,2.05,0.51,16,29
2018-07-31 9:30,0,0,0,0,0,0,0,0,0,0,561.6606,687.6679,562.6374,580.7082,618.8034,480.5861,531.8681,612.9426,630.0366,588.0342,492.7961,632.967,617.8266,2.05,0.49,16,32
2018-07-31 9:35,0,0,0,0,0,0,0,0,0,0,561.6606,690.5983,562.6374,580.7082,618.8034,480.5861,531.8681,612.9426,630.0366,588.0342,492.7961,639.8046,615.873,2.05,0.5,16,32
2018-07-31 9:40,0,0,0,0,0,0,0,0,1,0,561.6606,691.5751,562.6374,580.7082,618.8034,480.5861,531.8681,612.9426,630.0366,588.0342,492.7961,639.8046,615.873,2.65,0.63,18,32
2018-07-31 9:45,0,0,0,0,0,0,0,0,1,0,561.6606,696.9046,562.6374,580.7082,618.8034,480.5861,531.8681,612.9426,630.0366,588.0342,492.7961,639.8046,615.873,2.65,0.54,17,30
2018-07-31 9:50,0,0,0,0,0,0,0,0,0,0,568.9866,698.3243,570.9402,593.895,638.6967,529.4379,540.6594,632.967,630.0366,588.0342,492.7961,655.9218,630.0366,2.65,0.55,17,29
2018-07-31 9:55,0,0,0,0,0,0,0,0,0,0,568.9866,698.9011,570.9402,593.895,638.6967,529.4379,540.6594,632.967,630.0366,588.0342,492.7961,655.9218,630.0366,2.64,0.53,14,30
2018-07-31 10:00,0,0,0,0,0,0,0,0,0,0,568.9866,700.8547,570.9402,593.895,638.6967,529.4379,540.6594,632.967,626.6354,633.3733,492.7961,655.9218,630.0366,2.64,0.53,14,32
