"Time","DC","Groundtruth"
2018-05-16 21:46:00,6,0
2018-05-16 21:51:00,6,0
2018-05-16 21:56:00,6,0
2018-05-17 06:01:00,3.5,0
2018-05-17 06:06:00,4,0
2018-05-17 06:11:00,3.5,0
2018-05-17 06:16:00,3,0
2018-05-17 06:21:00,3.5,0
2018-05-17 06:26:00,3.5,0
2018-05-17 06:31:00,3,0
2018-05-17 06:36:00,3,0
2018-05-17 06:41:00,3.5,0
2018-05-17 06:46:00,4,0
2018-05-17 06:51:00,3.5,0
2018-05-17 06:56:00,3,0
2018-05-17 07:01:00,3,0
2018-05-17 07:06:00,3.5,0
2018-05-17 07:11:00,3.5,0
2018-05-17 07:16:00,3,0
2018-05-17 07:21:00,3,0
2018-05-17 07:26:00,3.6667,0
2018-05-17 07:31:00,4,1
2018-05-17 07:36:00,4,1
2018-05-17 07:41:00,4.5,1
2018-05-17 07:46:00,5,1
2018-05-17 07:51:00,4.5,1
2018-05-17 07:56:00,3.5,1
2018-05-17 08:01:00,3.5,0
2018-05-17 08:06:00,4,0
2018-05-17 08:11:00,4,0
2018-05-17 08:16:00,4,1
2018-05-17 08:21:00,4,1
2018-05-17 08:26:00,6,0
2018-05-17 08:31:00,5.3333,1
2018-05-17 08:36:00,4,1
2018-05-17 08:41:00,4.5,1
2018-05-17 08:46:00,6,2
2018-05-17 08:51:00,7,2
2018-05-17 08:56:00,7,2
2018-05-17 09:01:00,7,3
2018-05-17 09:06:00,8.5,4
2018-05-17 09:11:00,10,4
2018-05-17 09:16:00,11,5
2018-05-17 09:21:00,12.5,5
2018-05-17 09:26:00,12.5,5
2018-05-17 09:31:00,12.6667,7
2018-05-17 09:36:00,13.6667,8
2018-05-17 09:41:00,16,8
2018-05-17 09:46:00,17.5,10
2018-05-17 09:51:00,18,9
2018-05-17 09:56:00,17.6667,10
2018-05-17 10:01:00,19.5,10
2018-05-17 10:06:00,21,10
2018-05-17 10:11:00,21,10
2018-05-17 10:16:00,21,9
2018-05-17 10:21:00,20,9
2018-05-17 10:26:00,21.5,13
2018-05-17 10:31:00,25,13
2018-05-17 10:36:00,24.5,14
2018-05-17 10:41:00,22.5,14
2018-05-17 10:46:00,23,12
2018-05-17 10:51:00,24.5,13
2018-05-17 10:56:00,24,13
2018-05-17 11:01:00,21.6667,14
2018-05-17 11:06:00,21.3333,13
2018-05-17 11:11:00,22.5,13
2018-05-17 11:16:00,23,14
2018-05-17 11:21:00,23.6667,13
2018-05-17 11:26:00,24,13
2018-05-17 11:31:00,24,14
2018-05-17 11:36:00,24.6667,16
2018-05-17 11:41:00,25.5,16
2018-05-17 11:46:00,24.5,21
2018-05-17 11:51:00,23.5,20
2018-05-17 11:56:00,22,21
2018-05-17 12:01:00,21,19
2018-05-17 12:06:00,21,19
2018-05-17 12:11:00,21.6667,18
2018-05-17 12:16:00,20.6667,17
2018-05-17 12:21:00,17.5,17
2018-05-17 12:26:00,18,17
2018-05-17 12:31:00,18.6667,16
2018-05-17 12:36:00,18.6667,17
2018-05-17 12:41:00,18.5,17
2018-05-17 12:46:00,20.5,17
2018-05-17 12:51:00,22,16
2018-05-17 12:56:00,21,15
2018-05-17 13:01:00,22,16
2018-05-17 13:06:00,22.5,14
2018-05-17 13:11:00,22,15
2018-05-17 13:16:00,21,16
2018-05-17 13:21:00,21.6667,15
2018-05-17 13:26:00,23.5,15
2018-05-17 13:31:00,24,16
2018-05-17 13:36:00,24,17
2018-05-17 13:41:00,23,17
2018-05-17 13:46:00,23,17
2018-05-17 13:51:00,23,18
2018-05-17 13:56:00,22.5,17
2018-05-17 14:01:00,23.6667,17
2018-05-17 14:06:00,24.3333,18
2018-05-17 14:11:00,26,17
2018-05-17 14:16:00,25.5,17
2018-05-17 14:21:00,22.5,17
2018-05-17 14:26:00,19.5,17
2018-05-17 14:31:00,17.5,17
